foodid,Time,Date,DateFormat,DateTime,Month,Day,Count,Year,WeekDay,Season,Building Number,lat,lon,Room Number,Email Subject
676,12:11:56 PM,7/15/16,7/15/16,7/15/16 12:11 PM,Jul,15,1,2016,Fri,Summer,13,42.35972222,71.0925,1,Lobby 13_ Sandwiches and Cookies
677,3:12:03 PM,7/16/17,7/16/17,7/16/17 3:12 PM,Jul,16,1,2017,Sun,Summer,4,42.35916667,71.09111111,237,"Falafel wraps, chicken salad in front of 4-237"
678,3:55:11 PM,7/16/17,7/16/17,7/16/17 3:55 PM,Jul,16,1,2017,Sun,Summer,1,42.35805556,71.09194444,132,Lasagne and salad outside 1-132
679,3:47:06 PM,7/18/16,7/18/16,7/18/16 3:47 PM,Jul,18,1,2016,Mon,Summer,50,42.35916667,71.08805556,1,"Rice, Beans, plantains, and Chicken in Walker Basement eom"
680,6:16:36 PM,7/19/16,7/19/16,7/19/16 6:16 PM,Jul,19,1,2016,Tue,Summer,56,42.36055556,71.08972222,154,"quinoa, cheese pizza, vegetables, chicken, and potatoes by 56-154 EOM"
681,1:36:37 PM,7/19/17,7/19/17,7/19/17 1:36 PM,Jul,19,1,2017,Wed,Summer,3,42.35888889,71.09222222,270,Chicken and Mac and Cheese Near 3-270
682,6:39:49 PM,7/19/17,7/19/17,7/19/17 6:39 PM,Jul,19,1,2017,Wed,Summer,56,42.36055556,71.08972222,154,"Burritos, rice, salad 56-154"
683,9:37:22 PM, 2 Jul 2016 ,7/2/16,7/2/16 9:37 PM,Jul,2,1,2016,Sat,Summer,2,42.35861111,71.09,290,Fried chicken and sides by 2-290
684,12:21:40 PM,7/20/16,7/20/16,7/20/16 12:21 PM,Jul,20,1,2016,Wed,Summer,50,42.35916667,71.08805556,1,Sandwich platter in front of the Muddy doors EOM
685,1:00:34 PM,7/20/17,7/20/17,7/20/17 1:00 PM,Jul,20,1,2017,Thu,Summer,3,42.35888889,71.09222222,129,Bertucci's & salad outside 3-129
686,6:51:01 PM,7/20/17,7/20/17,7/20/17 6:51 PM,Jul,20,1,2017,Thu,Summer,50,42.35916667,71.08805556,1,Pad Thai in walker basement
687,5:29:40 PM,7/22/17,7/22/17,7/22/17 5:29 PM,Jul,22,1,2017,Sat,Summer,1,42.35805556,71.09194444,132,"Muffins, fruit, Yogurt outside 1-132"
688,4:10:00 PM,7/24/16,7/24/16,7/24/16 4:10 PM,Jul,24,1,2016,Sun,Summer,w20,42.35888889,71.09472222,4,Free tray of hummus stud 4th floor lobby eom
689,6:40:53 PM,7/24/16,7/24/16,7/24/16 6:40 PM,Jul,24,1,2016,Sun,Summer,w20,42.35888889,71.09472222,1,STUDENT CENTER FREE DID
690,10:39:08 PM,7/24/16,7/24/16,7/24/16 10:39 PM,Jul,24,1,2016,Sun,Summer,W20,42.35888889,71.09472222,1,cake ice cream and toppings in stud first floor lobby eom
691,12:36:55 PM,7/25/16,7/25/16,7/25/16 12:36 PM,Jul,25,1,2016,Mon,Summer,3,42.35888889,71.09222222,270,Food on benches outside benches near 3-270
692,5:50:00 PM,7/25/17,7/25/17,7/25/17 5:50 PM,Jul,25,1,2017,Tue,Summer,1,42.35805556,71.09194444,150,"Rice, pineapples, cupcakes near 1-150 eom"
693,5:56:10 PM,7/25/17,7/25/17,7/25/17 5:56 PM,Jul,25,1,2017,Tue,Summer,1,42.35805556,71.09194444,132,"Moved to bench outside 1-132 RE_ Rice, pineapples, cupcakes near 1-150 eom"
694,12:00:42 PM,7/26/17,7/26/17,7/26/17 12:00 PM,Jul,26,1,2017,Wed,Summer,3,42.35888889,71.09222222,270,"Burritos, rice, salad outside 3-270 eom"
695,6:18:45 PM,7/27/17,7/27/17,7/27/17 6:18 PM,Jul,27,1,2017,Thu,Summer,50,42.35916667,71.08805556,5,"Pizza outside the rainbow lounge, 50-005"
696,6:52:11 PM,7/27/17,7/27/17,7/27/17 6:52 PM,Jul,27,1,2017,Thu,Summer,1,42.35805556,71.09194444,132,Salad and veggies and bread 1-132
697,12:35:41 PM,7/28/16,7/28/16,7/28/16 12:35 PM,Jul,28,1,2016,Thu,Summer,66,42.36083333,71.08888889,201,"free noodles, rice, salad, carrot salad"
698,12:05:50 PM,7/28/17,7/28/17,7/28/17 12:05 PM,Jul,28,1,2017,Fri,Summer,50,42.35916667,71.08805556,1,"Walker Mem_ Chicken breasts, fire & ice vegetables, bread, & Water"
699,7:35:00 PM,7/29/16,7/29/16,7/29/16 7:35 PM,Jul,29,1,2016,Fri,Summer,1,42.35805556,71.09194444,150,Oasis in 1-150 (EOM)
700,12:09:51 PM,7/29/17,7/29/17,7/29/17 12:09 PM,Jul,29,1,2017,Sat,Summer,13,42.35972222,71.0925,1,Burgers and hotdogs lobby 13
701,4:01:16 PM,7/30/17,7/30/17,7/30/17 4:01 PM,Jul,30,1,2017,Sun,Summer,4,42.35916667,71.09111111,237,Chinese food in front of 4-237
702,2:32:51 PM, 4 Jul 2017 ,7/4/17,7/4/17 2:32 PM,Jul,4,1,2017,Tue,Summer,w16,42.35805556,71.095,1,Blue ribbon BBQ by kresge BBQ pits
703,6:55:24 PM, 5 Jul 2016 ,7/5/16,7/5/16 6:55 PM,Jul,5,1,2016,Tue,Summer,10,42.35944444,71.09194444,1,BBQ beans and soft drinks in lobby 10 eom
704,8:10:31 PM, 5 Jul 2016 ,7/5/16,7/5/16 8:10 PM,Jul,5,1,2016,Tue,Summer,34,42.36111111,71.09166667,1,Rice and salad bldg 34 lobby
705,1:18:53 PM, 5 Jul 2017 ,7/5/17,7/5/17 1:18 PM,Jul,5,1,2017,Wed,Summer,2,42.35861111,71.09,131,"Burritos, salad and rice outside 2-131"
706,9:24:30 PM, 9 Jul 2016 ,7/9/16,7/9/16 9:24 PM,Jul,9,1,2016,Sat,Summer,w20,42.35888889,71.09472222,La,"Stuffed shells, breaded chicken and salad-La Sala"
707,3:23:18 PM, 9 Jul 2017 ,7/9/17,7/9/17 3:23 PM,Jul,9,1,2017,Sun,Summer,1,42.35805556,71.09194444,132,Thai and Rice outside 1-132
708,5:01:13 PM, 9 Jul 2017 ,7/9/17,7/9/17 5:01 PM,Jul,9,1,2017,Sun,Summer,2,42.35861111,71.09,290,Sides outside 2-290
709,2:00:41 PM, 1 Aug 2016 ,8/1/16,8/1/16 2:00 PM,Aug,1,1,2016,Mon,Summer,5,42.35861111,71.09277778,231,"5-231_ Qdoba beans, queso, salsa, tortillas, & chips"
710,10:15:31 AM, 1 Aug 2017 ,8/1/17,8/1/17 10:15 AM,Aug,1,1,2017,Tue,Summer,14,42.35916667,71.08916667,111,"Eggs & bacon outside Killian hall, bldg 14"
711,5:35:03 PM, 1 Aug 2017 ,8/1/17,8/1/17 5:35 PM,Aug,1,1,2017,Tue,Summer,w16,42.35805556,71.095,1,Indian food kresge lobby eom
712,7:59:07 PM, 1 Aug 2017 ,8/1/17,8/1/17 7:59 PM,Aug,1,1,2017,Tue,Summer,w20,42.35888889,71.09472222,2,Tasty cupcakes
713,1:37:31 PM,8/10/17,8/10/17,8/10/17 1:37 PM,Aug,10,1,2017,Thu,Summer,56,42.36055556,71.08972222,154,"Outside 56-154_ coffee, salad, chicken wraps EOM"
714,12:36:49 PM,8/11/16,8/11/16,8/11/16 12:36 PM,Aug,11,1,2016,Thu,Summer,w20,42.35888889,71.09472222,306,20 chimneys
715,3:27:55 PM,8/11/17,8/11/17,8/11/17 3:27 PM,Aug,11,1,2017,Fri,Summer,50,42.35916667,71.08805556,140,Corn salad and beverages between walker and 14
716,2:18:11 PM,8/12/16,8/12/16,8/12/16 2:18 PM,Aug,12,1,2016,Fri,Summer,37,42.36055556,71.09305556,384,"Pizza, Rolls, Water outside 37-384, first come first serve [EOM]"
717,8:03:50 PM,8/12/16,8/12/16,8/12/16 8:03 PM,Aug,12,1,2016,Fri,Summer,w20,42.35888889,71.09472222,1,Free rice and fried rice noodle
718,2:45:57 PM,8/12/17,8/12/17,8/12/17 2:45 PM,Aug,12,1,2017,Sat,Summer,w20,42.35888889,71.09472222,1,FW_ Lots of Indian food at w20 student center 1st floor eom
719,8:11:09 PM,8/15/16,8/15/16,8/15/16 8:11 PM,Aug,15,1,2016,Mon,Summer,5,42.35861111,71.09277778,234,Pizza outside 5-234 eom
720,10:07:19 PM,8/15/16,8/15/16,8/15/16 10:07 PM,Aug,15,1,2016,Mon,Summer,10,42.35944444,71.09194444,1,"Lobby 10_ Anna's burritos, pastries, stir-fry"
721,3:16:52 PM,8/15/17,8/15/17,8/15/17 3:16 PM,Aug,15,1,2017,Tue,Summer,1,42.35805556,71.09194444,206,Appetizer platters 1-206
722,6:45:51 PM,8/16/17,8/16/17,8/16/17 6:45 PM,Aug,16,1,2017,Wed,Summer,W20,42.35888889,71.09472222,306,Aceituna @ Twenty Chimneys
723,11:53:05 AM,8/17/16,8/17/16,8/17/16 11:53 AM,Aug,17,1,2016,Wed,Summer,14,42.35916667,71.08916667,1,Building 14N
724,1:30:02 PM,8/17/17,8/17/17,8/17/17 1:30 PM,Aug,17,1,2017,Thu,Summer,e51,42.36055556,71.08444444,345,Free chipotle outside e51-345
725,6:46:40 PM,8/18/16,8/18/16,8/18/16 6:46 PM,Aug,18,1,2016,Thu,Summer,50,42.35916667,71.08805556,0,Pizza in walker basement eom
726,4:02:28 PM,8/19/16,8/19/16,8/19/16 4:02 PM,Aug,19,1,2016,Fri,Summer,10,42.35944444,71.09194444,1,Lasagna and stuff in lobby 10 vegetarian options EOM
727,11:50:52 AM, 2 Aug 2016 ,8/2/16,8/2/16 11:50 AM,Aug,2,1,2016,Tue,Summer,2,42.35861111,71.09,132,Box of pizza in 2-132! (eom)
728,4:52:12 PM, 2 Aug 2016 ,8/2/16,8/2/16 4:52 PM,Aug,2,1,2016,Tue,Summer,e25,42.36166667,71.08694444,1,Few boxes of pizza in E25 foyer in front of elevators
729,7:14:52 PM, 2 Aug 2017 ,8/2/17,8/2/17 7:14 PM,Aug,2,1,2017,Wed,Summer,w20,42.35888889,71.09472222,4,"Au bon pain sandwiches, dessert and drinks student center 4th floor lobby"
730,7:14:52 PM, 2 Aug 2017 ,8/2/17,8/2/17 7:14 PM,Aug,2,1,2017,Wed,Summer,W20,42.35888889,71.09472222,4,"Au bon pain sandwiches, dessert and drinks student center 4th floor lobby(1)"
731,4:54:22 PM,8/20/16,8/20/16,8/20/16 4:54 PM,Aug,20,1,2016,Sat,Summer,10,42.35944444,71.09194444,1,Bagels and Pasties in Lobby 10 EOM
732,4:56:08 PM,8/20/16,8/20/16,8/20/16 4:56 PM,Aug,20,1,2016,Sat,Summer,10,42.35944444,71.09194444,1,Bagels and Pastries near the Stata Cafe (not actually in Lobby 10) EOM
733,6:55:15 PM,8/21/16,8/21/16,8/21/16 6:55 PM,Aug,21,1,2016,Sun,Summer,5,42.35861111,71.09277778,1,1.5 Veggie Pizzas between bldgs 5 and 1 1st floor eom
734,3:13:09 PM,8/22/17,8/22/17,8/22/17 3:13 PM,Aug,22,1,2017,Tue,Summer,w20 ,42.35888889,71.09472222,5,Sandwiches from a meeting - W20 5th Floor (lounge between the elevators) - help yourselves!
735,6:44:31 PM,8/22/17,8/22/17,8/22/17 6:44 PM,Aug,22,1,2017,Tue,Summer,w20,42.35888889,71.09472222,4th,"Free regina pizzas, w20-4th floor"
736,2:40:40 PM,8/23/16,8/23/16,8/23/16 2:40 PM,Aug,23,1,2016,Tue,Summer,10,42.35944444,71.09194444,1,Thai Basil Eggplant and Panang Curry in lobby 10
737,5:28:53 PM,8/23/17,8/23/17,8/23/17 5:28 PM,Aug,23,1,2017,Wed,Summer,2,42.35861111,71.09,449,Food in 2-449
738,8:44:55 PM,8/23/17,8/23/17,8/23/17 8:44 PM,Aug,23,1,2017,Wed,Summer,W20,42.35888889,71.09472222,4,4th Floor of W20
739,2:11:15 PM,8/24/16,8/24/16,8/24/16 2:11 PM,Aug,24,1,2016,Wed,Summer,10,42.35944444,71.09194444,1,Vegetarian lasagna and salad in lobby 10 EOM
740,6:22:16 PM,8/24/16,8/24/16,8/24/16 6:22 PM,Aug,24,1,2016,Wed,Summer,W20,42.35888889,71.09472222,491,Mexican food outside W20-491 eom
741,10:55:40 AM,8/24/17,8/24/17,8/24/17 10:55 AM,Aug,24,1,2017,Thu,Summer,14,42.35916667,71.08916667,109,Breakfast food @ Lewis
742,4:01:17 PM,8/24/17,8/24/17,8/24/17 4:01 PM,Aug,24,1,2017,Thu,Summer,32,42.36138889,71.09055556,G401,Free Veggies and Cheese in 32-G401 Stata Commons
743,5:36:24 PM,8/24/17,8/24/17,8/24/17 5:36 PM,Aug,24,1,2017,Thu,Summer,66,42.36083333,71.08888889,201,Tons of Free Food in 66-201 (EOM)
744,5:54:20 PM,8/24/17,8/24/17,8/24/17 5:54 PM,Aug,24,1,2017,Thu,Summer,w20,42.35888889,71.09472222,2,"Pasta, salad and chicken 2nd floor stud eom"
745,8:30:04 AM,8/25/16,8/25/16,8/25/16 8:30 AM,Aug,25,1,2016,Thu,Summer,w20,42.35888889,71.09472222,491,Breakfast food outside of w20-491
746,12:40:49 PM,8/25/16,8/25/16,8/25/16 12:40 PM,Aug,25,1,2016,Thu,Summer,32,42.36138889,71.09055556,G401,Free food in 32-G401
747,6:01:14 PM,8/25/16,8/25/16,8/25/16 6:01 PM,Aug,25,1,2016,Thu,Summer,w20,42.35888889,71.09472222,202,Chicken and pasta in sala eom
748,6:14:32 PM,8/25/16,8/25/16,8/25/16 6:14 PM,Aug,25,1,2016,Thu,Summer,66,42.36083333,71.08888889,201,Cafe Luna 66-201(1)
749,6:27:31 PM,8/25/16,8/25/16,8/25/16 6:27 PM,Aug,25,1,2016,Thu,Summer,W20,42.35888889,71.09472222,407,Cafe Luna outside W20-407 eom
750,7:54:09 PM,8/25/16,8/25/16,8/25/16 7:54 PM,Aug,25,1,2016,Thu,Summer,35,42.36027778,71.09388889,225,Thai food outside 35-225
751,4:13:38 PM,8/25/17,8/25/17,8/25/17 4:13 PM,Aug,25,1,2017,Fri,Summer,66,42.36083333,71.08888889,201,"Wraps, quiches, and pastries outside 66-201"
752,4:16:34 PM,8/25/17,8/25/17,8/25/17 4:16 PM,Aug,25,1,2017,Fri,Summer,66,42.36083333,71.08888889,201,"Wraps, quiches, and pastries outside 66-201(1)"
753,6:10:24 PM,8/25/17,8/25/17,8/25/17 6:10 PM,Aug,25,1,2017,Fri,Summer,66,42.36083333,71.08888889,201,Free Taco Buffet and Roasted Veggies outside 66-201
754,1:46:27 PM,8/26/16,8/26/16,8/26/16 1:46 PM,Aug,26,1,2016,Fri,Summer,10,42.35944444,71.09194444,1,"Falafel, Baba Ganoush, and Pita bread in lobby 10 EOM"
755,5:26:11 PM,8/26/16,8/26/16,8/26/16 5:26 PM,Aug,26,1,2016,Fri,Summer,10,42.35944444,71.09194444,1,Indian food and veggies in lobby 10 eom
756,6:47:23 PM,8/26/16,8/26/16,8/26/16 6:47 PM,Aug,26,1,2016,Fri,Summer,1,42.35805556,71.09194444,201,Some cafe luna 66-201
757,12:08:58 PM,8/26/17,8/26/17,8/26/17 12:08 PM,Aug,26,1,2017,Sat,Summer,e19,42.36194444,71.08777778,1,free pizza in the pizza place inside the new novartis building (181 mass Ave)
758,2:51:42 PM,8/26/17,8/26/17,8/26/17 2:51 PM,Aug,26,1,2017,Sat,Summer,4,42.35916667,71.09111111,349,Some LN2 Ice Cream in 4-349
759,3:23:18 PM,8/26/17,8/26/17,8/26/17 3:23 PM,Aug,26,1,2017,Sat,Summer,e17,42.36138889,71.08777778,1,croissants
760,2:46:48 PM,8/27/16,8/27/16,8/27/16 2:46 PM,Aug,27,1,2016,Sat,Summer,5,42.35861111,71.09277778,234,Flour sandwiches outside of 5-234
761,5:01:13 PM,8/27/16,8/27/16,8/27/16 5:01 PM,Aug,27,1,2016,Sat,Summer,66,42.36083333,71.08888889,201,More cafe luna 66-201
762,7:55:41 PM,8/27/16,8/27/16,8/27/16 7:55 PM,Aug,27,1,2016,Sat,Summer,3,42.35888889,71.09222222,270,Free Food 3-270
763,11:13:36 PM,8/27/16,8/27/16,8/27/16 11:13 PM,Aug,27,1,2016,Sat,Summer,W20,42.35888889,71.09472222,407,burritos and snacks outside W20-407 eom
764,12:43:13 PM,8/27/17,8/27/17,8/27/17 12:43 PM,Aug,27,1,2017,Sun,Summer,66,42.36083333,71.08888889,1,"Free chicken piccata, pasta, fruit and mini quiches"
765,1:11:58 PM,8/27/17,8/27/17,8/27/17 1:11 PM,Aug,27,1,2017,Sun,Summer,34,42.36111111,71.09166667,401,Free food outside of Grier room 34-401
766,11:28:44 AM,8/28/16,8/28/16,8/28/16 11:28 AM,Aug,28,1,2016,Sun,Summer,66,42.36083333,71.08888889,201,Fwd_ Some cafe luna 66-201
767,12:54:30 PM,8/28/16,8/28/16,8/28/16 12:54 PM,Aug,28,1,2016,Sun,Summer,w20,42.35888889,71.09472222,491,Mexican and pizza in front of w20-491
768,12:55:24 PM,8/28/16,8/28/16,8/28/16 12:55 PM,Aug,28,1,2016,Sun,Summer,w20,42.35888889,71.09472222,3,"w20 3rd floor Mac n cheese, BBQ, cornbread"
769,1:02:34 PM,8/28/16,8/28/16,8/28/16 1:02 PM,Aug,28,1,2016,Sun,Summer,1,42.35805556,71.09194444,390,Lots of Indian food outside 1-390
770,1:36:46 PM,8/28/16,8/28/16,8/28/16 1:36 PM,Aug,28,1,2016,Sun,Summer,66,42.36083333,71.08888889,201,Cafe Luna 66-201
771,3:52:13 PM,8/28/16,8/28/16,8/28/16 3:52 PM,Aug,28,1,2016,Sun,Summer,W20,42.35888889,71.09472222,491,Salad and baked beans outside W20-491
772,10:25:18 AM,8/28/17,8/28/17,8/28/17 10:25 AM,Aug,28,1,2017,Mon,Summer,10,42.35944444,71.09194444,1,Starbucks by Lobby 10
773,11:57:37 AM,8/28/17,8/28/17,8/28/17 11:57 AM,Aug,28,1,2017,Mon,Summer,54,42.36027778,71.08916667,1,Free food truck food for MIT ID holders next to Green Building
774,4:24:56 PM,8/28/17,8/28/17,8/28/17 4:24 PM,Aug,28,1,2017,Mon,Summer,w20,42.35888889,71.09472222,491,"Salads, Breads, and Samosas in W20 491"
775,7:29:29 PM,8/28/17,8/28/17,8/28/17 7:29 PM,Aug,28,1,2017,Mon,Summer,8,42.36,71.09083333,304,Quiches and sandwiches outside 8-304 eom
776,9:53:10 PM,8/28/17,8/28/17,8/28/17 9:53 PM,Aug,28,1,2017,Mon,Summer,50,42.35916667,71.08805556,140,Free Food in Walker (Morss Hall)
777,4:38:13 PM,8/29/16,8/29/16,8/29/16 4:38 PM,Aug,29,1,2016,Mon,Summer,50,42.35916667,71.08805556,1,Yogurt outside Rainbow Lounge (Walker basement) eom
778,12:05:49 PM,8/29/17,8/29/17,8/29/17 12:05 PM,Aug,29,1,2017,Tue,Summer,E18,42.36166667,71.08777778,228,leftover Greek lunch in E18-228
779,12:05:49 PM,8/29/17,8/29/17,8/29/17 12:05 PM,Aug,29,1,2017,Tue,Summer,E18,42.36166667,71.08777778,228,[Vultures] leftover Greek lunch in E18-228
780,5:48:49 PM,8/29/17,8/29/17,8/29/17 5:48 PM,Aug,29,1,2017,Tue,Summer,50,42.35916667,71.08805556,141,"Leftover from ISO reception @ Morss Hall, Walker Memorial"
781,5:55:24 PM,8/29/17,8/29/17,8/29/17 5:55 PM,Aug,29,1,2017,Tue,Summer,n53,0,0,335,"Lots of pizza, salad and sandwiches!(3)"
782,5:55:36 PM,8/29/17,8/29/17,8/29/17 5:55 PM,Aug,29,1,2017,Tue,Summer,n52,42.36222222,71.09722222,335,"Lots of pizza, salad and sandwiches!"
783,5:55:42 PM,8/29/17,8/29/17,8/29/17 5:55 PM,Aug,29,1,2017,Tue,Summer,n52,42.36222222,71.09722222,335,"Lots of pizza, salad and sandwiches!(1)"
784,5:55:56 PM,8/29/17,8/29/17,8/29/17 5:55 PM,Aug,29,1,2017,Tue,Summer,n52,42.36222222,71.09722222,335,"Lots of pizza, salad and sandwiches!(2)"
785,6:25:20 PM,8/29/17,8/29/17,8/29/17 6:25 PM,Aug,29,1,2017,Tue,Summer,w11,42.35805556,71.09333333,1,"Salad, chicken, desserts, Ice tea, bread, cheese in W11"
786,4:42:39 PM, 3 Aug 2016 ,8/3/16,8/3/16 4:42 PM,Aug,3,1,2016,Wed,Summer,E25,42.36166667,71.08694444,101,Nice Italian food in E25-101
787,9:30:53 PM, 3 Aug 2016 ,8/3/16,8/3/16 9:30 PM,Aug,3,1,2016,Wed,Summer,w20,42.35888889,71.09472222,1,Cake @ 1st floor student center
788,1:29:40 PM, 3 Aug 2017 ,8/3/17,8/3/17 1:29 PM,Aug,3,1,2017,Thu,Summer,w16,42.35805556,71.095,1,Barbecue in Kresge Pitts [EOM]
789,12:56:53 PM,8/30/16,8/30/16,8/30/16 12:56 PM,Aug,30,1,2016,Tue,Summer,11,42.35944444,71.09277778,0,Free Lizzy's Ice Cream
790,5:21:35 PM,8/31/16,8/31/16,8/31/16 5:21 PM,Aug,31,1,2016,Wed,Summer,w20,42.35888889,71.09472222,1,Chocolate chip cookies from Orientation
791,2:55:52 AM,8/31/17,8/31/17,8/31/17 2:55 AM,Aug,31,1,2017,Thu,Summer,W20,42.35888889,71.09472222,485,Cold Pizza in front of W20-485 EOM
792,12:12:16 PM,8/31/17,8/31/17,8/31/17 12:12 PM,Aug,31,1,2017,Thu,Summer,E18,42.36166667,71.08777778,228,leftover Thai and fruit in E18-228
793,12:12:16 PM,8/31/17,8/31/17,8/31/17 12:12 PM,Aug,31,1,2017,Thu,Summer,E18,42.36166667,71.08777778,228,[Vultures] leftover Thai and fruit in E18-228
794,12:55:01 PM,8/31/17,8/31/17,8/31/17 12:55 PM,Aug,31,1,2017,Thu,Summer,50,42.35916667,71.08805556,1,Food in Walker
795,3:10:00 PM,8/31/17,8/31/17,8/31/17 3:10 PM,Aug,31,1,2017,Thu,Summer,52,42.35916667,71.08805556,52,"Sandwiches, salad and juice at N-52 335"
796,3:50:42 PM,8/31/17,8/31/17,8/31/17 3:50 PM,Aug,31,1,2017,Thu,Summer,E18,42.36166667,71.08777778,228,pastries in E18-228
797,3:50:42 PM,8/31/17,8/31/17,8/31/17 3:50 PM,Aug,31,1,2017,Thu,Summer,E18,42.36166667,71.08777778,228,[Vultures] pastries in E18-228
798,5:51:41 PM, 4 Aug 2016 ,8/4/16,8/4/16 5:51 PM,Aug,4,1,2016,Thu,Summer,50,42.35916667,71.08805556,1,Walker memorial
799,5:53:22 PM, 4 Aug 2016 ,8/4/16,8/4/16 5:53 PM,Aug,4,1,2016,Thu,Summer,10,42.35944444,71.09194444,1,Food in lobby 10(2)
800,5:54:53 PM, 4 Aug 2016 ,8/4/16,8/4/16 5:54 PM,Aug,4,1,2016,Thu,Summer,10,42.35944444,71.09194444,1,Food in lobby 10
801,6:22:42 PM, 4 Aug 2016 ,8/4/16,8/4/16 6:22 PM,Aug,4,1,2016,Thu,Summer,50,42.35916667,71.08805556,1,Pizza in Walker Basement eom(1)
802,9:51:42 AM, 4 Aug 2017 ,8/4/17,8/4/17 9:51 AM,Aug,4,1,2017,Fri,Summer,13,42.35972222,71.0925,1,Egg frittata and yogurt lobby 13 EOM
803,10:50:40 PM, 4 Aug 2017 ,8/4/17,8/4/17 10:50 PM,Aug,4,1,2017,Fri,Summer,50,42.35916667,71.08805556,1,Oasis at Walker
804,7:54:35 AM, 5 Aug 2016 ,8/5/16,8/5/16 7:54 AM,Aug,5,1,2016,Fri,Summer,13,42.35972222,71.0925,1,Free food lobby 13
805,12:11:30 PM, 5 Aug 2016 ,8/5/16,8/5/16 12:11 PM,Aug,5,1,2016,Fri,Summer,13,42.35972222,71.0925,1,Food in Lobby 13
806,5:33:29 PM, 5 Aug 2016 ,8/5/16,8/5/16 5:33 PM,Aug,5,1,2016,Fri,Summer,10,42.35944444,71.09194444,1,"Lobby 10, bring plate _ utensil"
807,5:34:45 PM, 5 Aug 2016 ,8/5/16,8/5/16 5:34 PM,Aug,5,1,2016,Fri,Summer,18,42.36,71.08972222,1,Free food East Campus Courtyard
808,9:45:57 PM, 5 Aug 2016 ,8/5/16,8/5/16 9:45 PM,Aug,5,1,2016,Fri,Summer,54,42.36027778,71.08916667,1,Oasis in walker memorial- enter from side facing green building
809,3:31:00 PM, 6 Aug 2017 ,8/6/17,8/6/17 3:31 PM,Aug,6,1,2017,Sun,Summer,1,42.35805556,71.09194444,132,Vegan Thai food outside 1-132
810,5:19:47 PM, 6 Aug 2017 ,8/6/17,8/6/17 5:19 PM,Aug,6,1,2017,Sun,Summer,w35,42.35861111,71.09583333,1,Burgers and burritos outside z center
811,1:00:20 PM, 7 Aug 2017 ,8/7/17,8/7/17 1:00 PM,Aug,7,1,2017,Mon,Summer,10,42.35944444,71.09194444,1,Thai food Lobby 10 on table in corner
812,4:39:01 PM, 8 Aug 2016 ,8/8/16,8/8/16 4:39 PM,Aug,8,1,2016,Mon,Summer,3,42.35888889,71.09222222,435,Room 3-435
813,4:46:10 PM, 8 Aug 2016 ,8/8/16,8/8/16 4:46 PM,Aug,8,1,2016,Mon,Summer,3,42.35888889,71.09222222,434,Correction Room 3-434
814,3:11:04 PM, 9 Aug 2016 ,8/9/16,8/9/16 3:11 PM,Aug,9,1,2016,Tue,Summer,10,42.35944444,71.09194444,1,"turkey, roast beef sandwiches in lobby 10 eom(1)"
815,3:11:17 PM, 9 Aug 2016 ,8/9/16,8/9/16 3:11 PM,Aug,9,1,2016,Tue,Summer,10,42.35944444,71.09194444,1,"turkey, roast beef sandwiches in lobby 10 eom"
816,8:10:14 PM, 9 Aug 2017 ,8/9/17,8/9/17 8:10 PM,Aug,9,1,2017,Wed,Summer,w20,42.35888889,71.09472222,202,Taco materials on bench outside Lobdell
817,11:33:38 AM, 1 Sep 2016 ,9/1/16,9/1/16 11:33 AM,Sep,1,1,2016,Thu,Autumn,4,42.35916667,71.09111111,240,3 Sandwich Lunches Outside 4-240
818,12:04:28 PM, 1 Sep 2016 ,9/1/16,9/1/16 12:04 PM,Sep,1,1,2016,Thu,Autumn,W20,42.35888889,71.09472222,306,"W20 Twenty Chimneys_ Wraps, Fruit, Salad and Soda"
819,12:29:24 PM, 1 Sep 2016 ,9/1/16,9/1/16 12:29 PM,Sep,1,1,2016,Thu,Autumn,E39,42.36194444,71.08361111,374,leftover lasagna in E39-374
820,2:02:48 PM, 1 Sep 2016 ,9/1/16,9/1/16 2:02 PM,Sep,1,1,2016,Thu,Autumn,e14,42.36027778,71.08722222,309,14E - 309 wraps and desserts and some fruit leftover
821,3:11:20 PM, 1 Sep 2017 ,9/1/17,9/1/17 3:11 PM,Sep,1,1,2017,Fri,Autumn,2,42.35861111,71.09,449,Pepper Sky's outside 2-449
822,1:03:44 PM,9/10/16,9/10/16,9/10/16 1:03 PM,Sep,10,1,2016,Sat,Autumn,w20,42.35888889,71.09472222,202,Free Food
823,1:28:45 PM,9/10/16,9/10/16,9/10/16 1:28 PM,Sep,10,1,2016,Sat,Autumn,32,42.36138889,71.09055556,123,Sandwiches and salad outside 32-123
824,3:04:54 PM,9/10/17,9/10/17,9/10/17 3:04 PM,Sep,10,1,2017,Sun,Autumn,w40,42.35694444,71.09416667,1,Milk tea in mcc country kitchen bring your own cup eom
825,12:11:42 PM,9/11/17,9/11/17,9/11/17 12:11 PM,Sep,11,1,2017,Mon,Autumn,1,42.35805556,71.09194444,2,R_ Greek Food from Saloniki_ 2nd Floor Stairwell Between 1 and 5
826,12:21:26 PM,9/11/17,9/11/17,9/11/17 12:21 PM,Sep,11,1,2017,Mon,Autumn,W11,42.35805556,71.09333333,1,Free food W11-main dining room
